tweet_id,created_at,conversation_id,text,candidate_group,golden_intent,human_intent,human_notes,label_status,bulk_intent,bulk_confidence,bulk_reason,bulk_label_status
2398140,Tue Nov 14 13:25:53 +0000 2017,apple_055331,"@AppleSupport Emediatly after I update to IOS 11.1.1, for the connection, it happens in all the networks I deal with( in my town, home, and at work outside my town..)..",other_unclear,,calls_cellular,Poor cellular connection/signal after iOS update; Apple Support specifically asks about weak cell signal or no signal.,human_reviewed,calls_cellular,human,Existing human-reviewed label preserved.,human_reviewed
721328,Fri Oct 06 11:02:13 +0000 2017,apple_053918,@AppleSupport @115858 Facing some Wifi Issues on Iphone 6S  Ios 11. Wifi runs even after switch off in control center...,ios_software_update,,wifi_connectivity,WiFi remains active after being switched off in iOS 11 Control Center.,human_reviewed,wifi_connectivity,human,Existing human-reviewed label preserved.,human_reviewed
708635,Tue Oct 10 02:59:55 +0000 2017,apple_048524,@AppleSupport Restarted my phone several times and no luck. Trying to download new update on my phone but it's taking forever. Just want to use my text,app_store_downloads,,ios_software_update,iOS update is taking too long to download/install and is affecting messaging.,human_reviewed,ios_software_update,human,Existing human-reviewed label preserved.,human_reviewed
2177202,Thu Nov 09 11:49:57 +0000 2017,apple_069429,Rubbish customer service from @AppleSupport. 5th time contacting them over two weeks and still no charger. How difficult is it? I didn't pay for extra apple care for this!,battery_charging,,other_unclear,"Missing charger and customer-service complaint; no specific order, shipping, or accessory intent exists in the taxonomy.",human_reviewed,other_unclear,human,Existing human-reviewed label preserved.,human_reviewed
810174,Sun Oct 08 10:27:38 +0000 2017,apple_004192,@AppleSupport unable to download music/install apps on iPad for months. Asks for me to use verification code from iPhone but doesn't work?,apple_music_itunes,,apple_id_icloud,Bulk provisional label based on message content: apple_id_icloud.,provisional_bulk,apple_id_icloud,high,Automatically assigned using target message and conversation context; confidence=high.,bulk_provisional
1405432,Sun Oct 29 15:33:51 +0000 2017,apple_067563,@AppleSupport Is IOS 11 required? Seeing it doesn't work on 10.3.3 on a 5C.,app_problems,,ios_software_update,Bulk provisional label based on message content: ios_software_update.,provisional_bulk,ios_software_update,high,Automatically assigned using target message and conversation context; confidence=high.,bulk_provisional
1978681,Tue Oct 31 19:21:25 +0000 2017,apple_027819,"@115858 @applesupport There is no damn way, my storage is full. I barely have anything on my phone.",app_problems,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional
2237178,Fri Nov 10 15:51:17 +0000 2017,apple_019826,"My phone isn't downloading apps its always says ""waiting"" ben that way for days anyone know what I can do? @AppleSupport",app_store_downloads,,app_problems,Bulk provisional label based on message content: app_problems.,provisional_bulk,wifi_connectivity,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
2072245,Sat Nov 25 11:07:33 +0000 2017,apple_001982,When listening to music on my @115858 phone why does it stop when I go into @917 🤔,apple_music_itunes,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,apple_music_itunes,high,Automatically assigned using target message and conversation context; confidence=high.,bulk_provisional
1773204,Wed Nov 08 03:46:45 +0000 2017,apple_063425,@AppleSupport @532936 Yeah that work around doesn’t work anymore!!,app_problems,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,ios_software_update,medium,Automatically assigned using target message and conversation context; confidence=medium.,bulk_provisional
2261521,Sat Nov 11 00:58:22 +0000 2017,apple_008053,"@116333 @AppleSupport @144811 Every time I️ connect my phone via USB this song starts, this is getting really old! Why can’t iOS remember what I was listening to last and start there? Any car, any iPhone, any iOS, Please fix this, it’s killing me! https://t.co/yxtLKBdYpn",wifi_connectivity,,apple_music_itunes,Bulk provisional label based on message content: apple_music_itunes.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional
2908057,Wed Nov 29 19:45:24 +0000 2017,apple_074766,"@AppleSupport @805168 Being honest here @AppleSupport you guys need to hire somebody who understands critical bugs. I've reported several critical bugs to you and you always give this ""how can we help you troubleshoot"" response that is dramatically ignorant.",calls_cellular,,other_unclear,Needs manual review; no sufficiently strong intent signal.,provisional_bulk,calls_cellular,high,Automatically assigned using target message and conversation context; confidence=high.,bulk_provisional
588196,Sun Dec 03 16:12:58 +0000 2017,apple_003453,@AppleSupport Thanks for getting back to me but this setting was never turned on. I mostly use a pocket WiFi so I’m very data cautious (I also abhor when the latest iOS is automatically downloaded because of that). https://t.co/UL9XhoHyuH,wifi_connectivity,,wifi_connectivity,Bulk provisional label based on message content: wifi_connectivity.,provisional_bulk,wifi_connectivity,high,Automatically assigned using target message and conversation context; confidence=high.,bulk_provisional
1338119,Fri Oct 27 19:07:26 +0000 2017,apple_022603,@AppleSupport I think I found the answer: I can't pre-order iPhone X SIM-free at this time. I'm not sure when Apple will allow it. Thanks tho https://t.co/SICYUgzEPL,device_hardware,,calls_cellular,Bulk provisional label based on message content: calls_cellular.,provisional_bulk,other_unclear,low,Automatically assigned using target message and conversation context; confidence=low.,bulk_provisional
1123670,Sat Oct 14 08:32:16 +0000 2017,apple_036636,Is anyone else’s iPhone making a high pitched alarm noise? It sounds like a smoke detector but from the speaker of my phone? @AppleSupport,audio_speaker,,audio_speaker,Bulk provisional label based on message content: audio_speaker.,provisional_bulk,audio_speaker,high,Automatically assigned using target message and conversation context; confidence=high.,bulk_provisional
2841941,Mon Nov 27 17:06:00 +0000 2017,apple_053328,Hey @AppleSupport Just got my third robo-call of the morning letting me know my apple ID was compromised and prompting me to either call a different number or hit 1 to talk to someone. Seems super sketchy.,apple_id_icloud,,apple_id_icloud,Bulk provisional label based on message content: apple_id_icloud.,provisional_bulk,apple_id_icloud,high,Automatically assigned using target message and conversation context; confidence=high.,bulk_provisional
